title,creator,subjects,publisher,publicationyear,checkoutmonth,checkoutyear,checkouts,materialtype,usageclass,checkouttype
"It's complicated [videorecording] / Universal Pictures in association with Relativity Media ; a Waverly Films/Scott Rudin production ; produced by Nancy Meyers, Scott Rudin ; written and directed by Nancy Meyers.",,"Divorced women Drama, Bakeries California Santa Barbara Drama, Architects Drama, Man woman relationships California Drama, Romantic comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films, Fiction films",Universal Studios,2010,6,2010,302,VIDEODISC,Physical,Horizon
"The hurt locker [videorecording] / Summit Entertainment in association with Voltage Pictures, Grosvenor Park Media, LP. and F.C.E.F.SA. ; a Voltage Pictures/First Light/Kingsgate Films production ; produced by Kathryn Bigelow, Mark Boal, Nicolas Chartier, Greg Shapiro ; written by Mark Boal ; directed by Kathryn Bigelow.",,"Bomb squads Iraq Baghdad Drama, Urban warfare Iraq Baghdad Drama, Military missions Drama, United States Army Military life Drama, United States Army Unit cohesion Drama, United States Army Safety measures Drama, Fear Drama, Courage Drama, War films, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films, Fiction films",Summit Entertainment,2010,6,2010,302,VIDEODISC,Physical,Horizon
"Marley & me [videorecording] / Fox 2000 Pictures and Regency Enterprises ; a Gil Netter/Sunswept Entertainment production ; produced by Gil Netter, Karen Rosenfelt ; screenplay by Scott Frank and Don Roos ; directed by David Frankel.",,"Labrador retriever Drama, Dogs Training Drama, Journalists Drama, Married people Drama, Families Drama, Human animal relationships Drama, Philadelphia Pa Drama, Florida Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Comedy films",20th Century Fox,2009,4,2010,302,VIDEODISC,Physical,Horizon
"Julie & Julia [videorecording] / Columbia Pictures ; an Easy There Tiger/Amy Robinson production ; produced by Laurence Mark, Nora Ephron, Amy Robinson, Eric Steel ; screenplay by Nora Ephron ; directed by Nora Ephron.",,"Powell Julie Drama, Child Julia Drama, Blogs Drama, Cooking French Drama, Cooking Study and teaching France Paris Drama, Women cooks Drama, Comedy films, Biographical films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films",Sony Pictures Home Entertainment,2009,4,2010,302,VIDEODISC,Physical,Horizon
"Atonement [videorecording] / Focus Features presents in association with Studiocanal and Relativity Media a Working Title production ; produced by Tim Bevan, Eric Fellner, Paul Webster ; screenplay by Christopher Hampton ; directed by Joe Wright.",,"Atonement Drama, Sisters England Drama, False testimony England Drama, Man woman relationships England Drama, England Drama, Feature films, Video recordings for the hearing impaired, War films",Universal Studios,2008,2,2010,302,VIDEODISC,Physical,Horizon
"Gran Torino [videorecording] / Warner Bros. Pictures ; Village Roadshow Pictures ; a Double Nickel entertainment ; a Malpaso Production ; produced by Robert Lorenz, Bill Gerber ; story by David Johannson & Nick Schenk ; screenplay by Nick Schenk ; directed and produced by Clint Eastwood.",,"Widowers Drama, Ford Torino automobile Drama, Renault Torino automobile Drama, Hmong American teenage boys Michigan Drama, Gangs Drama, Hmong American families Michigan Drama, Families Drama, Feature films, Fiction films, Video recordings for the hearing impaired",Warner Bros.,2009,11,2009,302,VIDEODISC,Physical,Horizon
"The duchess [videorecording] / Paramount Vantage ; Path‚ ; BBC Films ; in association with Path‚ Renn Production and BIM Distribuzione ; a Qwerty Films/Magnolia Mae Films production ; produced by Michael Kuhn, Gabrielle Tana ; screenplay by Jeffrey Hatcher and Anders Thomas Jensen and Saul Dibb ; directed by Saul Dibb.",,"Devonshire Georgiana Spencer Cavendish Duchess of 1757 1806 Drama, Married women England Drama, Adultery England Drama, Triangles Interpersonal relations Drama, Scandals Drama, Biographical films, Historical films, Video recordings for the hearing impaired, Feature films",Paramount Pictures,2008,10,2009,302,VIDEODISC,Physical,Horizon
"Slumdog millionaire [videorecording] / Fox Searchlight Pictures ; Warner Bros. Pictures ; Celador Films ; Film4 ; produced by Christian Colson ; screenplay by Simon Beaufoy ; co-director (India), Loveleen Tandan ; directed by Danny Boyle.",,"Orphans Drama, Television quiz shows Drama, Suspicion Drama, Police India Drama, Brothers India Drama, Bombay India Drama, Video recordings for the hearing impaired, Feature films, Fiction films",20th Century Fox,2009,9,2009,302,VIDEODISC,Physical,Horizon
"Lars and the real girl [videorecording] / Metro-Goldwyn-Mayer ; Sidney Kimmel Entertainment ; produced by Sarah Aubrey, John Cameron, Sidney Kimmel ; written by Nancy Oliver ; directed by Craig Gillespie.",,"Men Sexual behavior Drama, Companion dolls Drama, Triangles Interpersonal relations Drama, Love Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,7,2009,302,VIDEODISC,Physical,Horizon
"The kite runner [videorecording] / DreamWorks Pictures ; Paramount Classics ; Participant Productions ; a Sidney Kimmel Entertainment and Parkes/MacDonald production ; produced by William Horberg, Walter Parkes, Rebecca Yeldham and E. Bennett Walsh ; screenplay by David Benioff ; directed by Marc Forster.",,"Kabul Afghanistan Drama, Male friendship Drama, Social classes Drama, Afghanistan Drama, Betrayal Drama, Boys Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Paramount Pictures,2008,1,2009,302,VIDEODISC,Physical,Horizon
"Definitely, maybe [videorecording] / Universal Pictures in association with Studio Canal ; a Working Title Films production ; produced by Tim Bevan, Eric Fellner ; written and directed by Adam Brooks.",,"Divorced fathers Drama, Children of divorced parents New York State New York Drama, Man woman relationships New York State New York Drama, Fathers and daughters New York State Drama, Manhattan New York N Y Drama, Feature films, Fiction films, Romantic comedy films, Video recordings for the hearing impaired, Comedy films",Universal Studios,2008,9,2008,302,VIDEODISC,Physical,Horizon
"The kite runner [videorecording] / DreamWorks Pictures ; Paramount Classics ; Participant Productions ; a Sidney Kimmel Entertainment and Parkes/MacDonald production ; produced by William Horberg, Walter Parkes, Rebecca Yeldham and E. Bennett Walsh ; screenplay by David Benioff ; directed by Marc Forster.",,"Kabul Afghanistan Drama, Male friendship Drama, Social classes Drama, Afghanistan Drama, Betrayal Drama, Boys Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Paramount Pictures,2008,7,2008,302,VIDEODISC,Physical,Horizon
"The assassination of Jesse James by the coward Robert Ford [videorecording] / Warner Bros. Pictures ; Scott Free Productions ; Plan B Entertainment ; Virtual Studios ; produced by Jules Daly, Dede Gardner, Brad Pitt, Ridley Scott, David Valdes ; written for the screen and directed by Andrew Dominik.",,"James Jesse 1847 1882 Drama, Ford Robert 1862 1892 Drama, Assassination Drama, Criminal behavior Drama, West U S Drama, Feature films, Fiction films, Western films, Biographical films, Video recordings for the hearing impaired",Warner Bros.,2008,5,2008,302,VIDEODISC,Physical,Horizon
Spider Man 3,,"Adventure films, Fantasy films, Man woman relationships Drama, Good and evil Drama, Video recordings for the hearing impaired, Suspense films, Spider Man Fictitious character Drama, Feature films, Superhero films, Thrillers Motion pictures television etc, Personality change Drama",Columbia Pictures,2007,2,2008,302,VIDEODISC,Physical,Horizon
Guardians of the galaxy. Vol. 2 / Marvel Studios ; produced by Kevin Feige ; written and directed by James Gunn.,,"Bounty hunters Drama, Extraterrestrial beings Drama, Human alien encounters Drama, Fathers and sons Drama, Outer space Drama, Feature films, Fiction films, Action and adventure films, Science fiction films, Superhero films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Marvel Studios,2017,10,2017,302,VIDEODISC,Physical,Horizon
Her body and other parties : stories / Carmen Maria Machado.,"Machado, Carmen Maria","Women Fiction, Psychological fiction, Science fiction, Short stories",Graywolf Press,2017,12,2017,302,BOOK,Physical,Horizon
"Darkest hour / Focus Features ; Perfect World Pictures ; Working Title ; directed by Joe Wright ; produced by Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten, Douglas Urbanski ; written by Anthony McCarten.",,"Churchill Winston 1874 1965 Drama, World War 1939 1945 Europe Western Drama, Prime ministers Great Britain Drama, Feature films, Historical films, Biographical films, War films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Universal Studios,2018,3,2018,302,VIDEODISC,Physical,Horizon
The New Yorker,,,,,8,2018,302,MAGAZINE,Digital,Zinio
Fascism : a warning / Madeleine Albright ; with Bill Woodward.,"Albright, Madeleine Korbel",Fascism History,Harper,2018,9,2018,302,BOOK,Physical,Horizon
"Ready player one / Warner Bros. Pictures ; Village Roadshow Pictures ; Amblin Entertainment ; in association with Access Entertainment and Dune Entertainment ; a De Line Pictures production ; produced by Donald De Line, Kristie Macosko Krieger, Steven Spielberg, Dan Farah ; screenplay by Zak Penn and Ernest Cline ; directed by Stephen Spielberg.",,"Treasure troves Drama, Virtual reality Drama, Easter eggs Computer programs Drama, Feature films, Action and adventure films, Science fiction films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Warner Bros.,2018,10,2018,302,VIDEODISC,Physical,Horizon
"Furious seven [videorecording] / Universal ; in association with MRC, China Film Co., Ltd ; an Original Film/One Race Films production ; produced by Neal H. Moritz, Vin Diesel, Michael Fottrell ; written by Chris Morgan ; directed by James Wan.",,"Hot rods Drama, Revenge Drama, Assassins Drama, Undercover operations Drama, Abu Zaby United Arab Emirates Drama, Los Angeles Calif Drama, Feature films, Fiction films, Action and adventure films, Thrillers Motion pictures, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Universal Studios,2015,1,2016,301,VIDEODISC,Physical,Horizon
"Wild [videorecording] / Fox Searchlight Pictures ; TSG Entertainment ; a Pacific Standard production ; produced by Reese Witherspoon, Bruna Papandrea, Bill Pohlad ; screenplay by Nick Hornby ; directed by Jean-Marc Vall‚e.",,"Strayed Cheryl 1968 Travel Pacific Crest Trail Drama, Authors American Drama, Pacific Crest Trail Description and travel Drama, Feature films, Biographical films, Fiction films, Action and adventure films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2015,12,2015,301,VIDEODISC,Physical,Horizon
"Divergent [videorecording] / Summit Entertainment ; Red Wagon Entertainment ; directed by Neil Burger ; screenplay by Evan Daugherty and Vanessa Taylor ; produced by Douglas Wick, Lucy Fisher, Pouya Shahbazian.",,"Segregation Drama, Virtues Drama, Dystopias Drama, Action and adventure films, Science fiction films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Lionsgate Films,2014,12,2014,301,VIDEODISC,Physical,Horizon
"Ender's game [videorecording] / Summit Entertainment ; a Chartoff Productions, Taleswapper, Oddlot Entertainment, K/O Paper Products, Digital Domain production ; produced by Gigi Pritzker, Linda McDonough, Alex Kurtzman, Roberto Orci, Robert Chartoff, Lynn Hendee, Orson Scott Card, Ed Ulbrich ; screenplay by Gavin Hood ; directed by Gavin Hood.",,"Wiggin Ender Fictitious character Drama, Brothers and sisters Drama, Gifted children Drama, Military education Drama, War games Drama, Genetic engineering Drama, Action and adventure films, Science fiction films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Summit Entertainment,2014,8,2014,301,VIDEODISC,Physical,Horizon
Game of thrones. The complete third season [videorecording] / HBO Entertainment.,,"Kings and rulers Drama, Nobility Drama, Imaginary wars and battles Drama, Action and adventure television programs, Fantasy television programs, Fiction television programs, Television series, Video recordings for the hearing impaired",Home Box Office Inc.,2014,5,2014,301,VIDEODISC,Physical,Horizon
"The sessions [videorecording] / Fox Searchlight Pictures ; in association with Such Much Films and Rhino Films ; produced by Judi Levine, Stephen Nemeth, Ben Lewin ; written for the screen and directed by Ben Lewin.",,"First sexual experiences Drama, Therapist and patient Drama, Sex surrogates Drama, People with disabilities Sexual behavior Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2013,6,2013,301,VIDEODISC,Physical,Horizon
"The Dark Knight rises [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; DC Comics ; Syncopy ; produced by Emma Thomas, Christopher Nolan, Charles Roven ; screenplay by Jonathan Nolan and Christopher Nolan ; story by Christopher Nolan & David S. Goyer ; directed by Christopher Nolan.",,"Batman Fictitious character Drama, Criminal behavior Drama, Criminal investigation Drama, Superhero films, Thrillers Motion pictures, Action and adventure films, Feature films, Fiction films, Video recordings for the hearing impaired",Warner Bros.,2012,1,2013,301,VIDEODISC,Physical,Horizon
"The men who stare at goats [videorecording] / Overture Films in association with Winchester Capital Management and BBC Films ; a Smokehouse/Paul Lister production ; produced by Paul Lister, George Clooney, Grant Heslov ; screenplay by Peter Straughan ; directed by Grant Heslov.",,"Reporters and reporting Drama, United States Army Military life Drama, Parapsychology Military aspects Drama, Psychics Drama, United States Army Search and rescue operations Drama, Comedy films, War films, Feature films, Fiction films",Anchor Bay Entertainment,2010,2,2011,301,VIDEODISC,Physical,Horizon
"Precious [videorecording] / Lionsgate ; Lee Daniels Entertainment in association with Smokewood Entertainment ; produced by Lee Daniels, Gary Magness, Sarah Siegel-Magness ; screenplay by Geoffrey Fletcher ; directed by Lee Daniels.",,"African American teenage mothers New York State New York Drama, Overweight teenagers New York State New York Drama, Illiterate persons Drama, Abused children Drama, Rape victims Drama, Incest Drama, Harlem New York N Y Drama, Video recordings for the hearing impaired, Feature films, Fiction films",Lionsgate Films,2010,10,2010,301,VIDEODISC,Physical,Horizon
"Sunshine Cleaning [videorecording] / Overture Films ; a Big Beach/Back Lot Pictures production ; produced by Jeb Brody, Peter Saraf, Marc Turtletaub, Glenn Williamson ; written by Megan Holley ; directed by Christine Jeffs.",,"Crime scenes Cleaning Drama, Comedy films, Video recordings for the hearing impaired, Feature films, Fiction films",Anchor Bay Entertainment,2009,10,2010,301,VIDEODISC,Physical,Horizon
"Harry Potter and the half-blood prince [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; produced by David Heyman, David Barron ; screenplay by Steve Kloves ; directed by David Yates.",,"Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards England Drama, Teenagers Conduct of life Drama, Good and evil Drama, Fantasy films, Feature films, Fiction films, Video recordings for the hearing impaired",Warner Bros.,2009,6,2010,301,VIDEODISC,Physical,Horizon
"Julie & Julia [videorecording] / Columbia Pictures ; an Easy There Tiger/Amy Robinson production ; produced by Laurence Mark, Nora Ephron, Amy Robinson, Eric Steel ; screenplay by Nora Ephron ; directed by Nora Ephron.",,"Powell Julie Drama, Child Julia Drama, Blogs Drama, Cooking French Drama, Cooking Study and teaching France Paris Drama, Women cooks Drama, Comedy films, Biographical films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Feature films",Sony Pictures Home Entertainment,2009,12,2009,301,VIDEODISC,Physical,Horizon
"State of play [videorecording] / Universal ; Working Title ; in association with StudioCanal and Relativity Media ; produced by Andrew Hauptman, Tim Bevan, Eric Fellner ; screenplay by Matthew Michael Carnahan and Tony Gilroy and Billy Ray ; directed by Kevin Macdonald.",,"Political plays, Reporters and reporting Drama, Murder Investigation Drama, Political corruption Washington D C Drama, Conspiracy Drama, Spin doctors Drama, Business brokerage Drama, Thrillers Motion pictures, Feature films, Fiction films",Universal Studios,2009,12,2009,301,VIDEODISC,Physical,Horizon
"In Bruges [videorecording] / Focus Features in association with Film 4 ; a Blueprint Pictures production in association with Scion Films ; produced by Graham Broadbent, Pete Czernin ; written and directed by Martin McDonagh.",,"Assassins Drama, Tourists Drama, Criminals Drama, Bruges Belgium Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Comedy films, Action and adventure films",Universal Studios,2008,5,2009,301,VIDEODISC,Physical,Horizon
"Lars and the real girl [videorecording] / Metro-Goldwyn-Mayer ; Sidney Kimmel Entertainment ; produced by Sarah Aubrey, John Cameron, Sidney Kimmel ; written by Nancy Oliver ; directed by Craig Gillespie.",,"Men Sexual behavior Drama, Companion dolls Drama, Triangles Interpersonal relations Drama, Love Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,4,2009,301,VIDEODISC,Physical,Horizon
"The bank job [videorecording] / Lionsgate ; Mosaic Media Group ; Relativity Media ; Omnilab Media ; produced by Steve Chasman, Charles Roven ; written by Dick Clement & Ian La Frenais ; directed by Roger Donaldson.",,"Bank robberies Drama, Criminal behavior England Drama, Sex scandals England London Drama, Robbery investigation Drama, London England Drama, Feature films, Fiction films, Caper films, Video recordings for the hearing impaired, Thrillers Motion pictures, Action and adventure films",Lionsgate Films,2008,2,2009,301,VIDEODISC,Physical,Horizon
Margot at the wedding [videorecording] / Paramount Vantage ; produced by Scott Rudin ; written and directed by Noah Baumbach.,Noah Baumbach,"Sisters Drama, Weddings Drama, Mothers and sons Drama, Dysfunctional families Drama, Feature films, Video recordings for the hearing impaired, Comedy films",Paramount Home Entertainment,2008,12,2008,301,BOOK,Physical,Horizon
"Elizabeth [videorecording] : the golden age / Universal Pictures and Studiocanal in association with MP Zeta Productions ; a Working Title production ; produced by Tim Bevan, Jonathan Cavendish, Eric Fellner ; written by William Nicholson and Michael Hirst ; directed by Shekhar Kapur.",,"Elizabeth I Queen of England 1533 1603 Drama, Walsingham Francis Sir 1530 1590 Drama, Raleigh Walter Sir 1552 1618 Drama, Great Britain History Elizabeth 1558 1603 Drama, Armada 1588 Drama, Feature films, Historical films, Biographical films, Video recordings for the hearing impaired",Universal Studios,2008,10,2008,301,VIDEODISC,Physical,Horizon
"The bank job [videorecording] / Lionsgate ; Mosaic Media Group ; Relativity Media ; Omnilab Media ; produced by Steve Chasman, Charles Roven ; written by Dick Clement & Ian La Frenais ; directed by Roger Donaldson.",,"Bank robberies Drama, Criminal behavior England Drama, Sex scandals England London Drama, Robbery investigation Drama, London England Drama, Feature films, Fiction films, Caper films, Video recordings for the hearing impaired, Thrillers Motion pictures, Action and adventure films",Lionsgate Films,2008,9,2008,301,VIDEODISC,Physical,Horizon
"In the valley of Elah [videorecording] / Warner Independent Pictures in association with NALA Films, Summit Entertainment and SMC ; a Blackfriar's Bridge production ; produced by Paul Haggis ... [and others] ; story by Mark Boal & Paul Haggis ; screenplay and directed by Paul Haggis.",,"Absence without leave Drama, Fathers and sons Drama, Murder Investigation Drama, Feature films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired, Detective and mystery films",Warner Bros.,2008,9,2008,301,VIDEODISC,Physical,Horizon
Margot at the wedding [videorecording] / Paramount Vantage ; produced by Scott Rudin ; written and directed by Noah Baumbach.,Noah Baumbach,"Sisters Drama, Weddings Drama, Mothers and sons Drama, Dysfunctional families Drama, Feature films, Video recordings for the hearing impaired, Comedy films",Paramount Home Entertainment,2008,9,2008,301,BOOK,Physical,Horizon
"Lars and the real girl [videorecording] / Metro-Goldwyn-Mayer ; Sidney Kimmel Entertainment ; produced by Sarah Aubrey, John Cameron, Sidney Kimmel ; written by Nancy Oliver ; directed by Craig Gillespie.",,"Men Sexual behavior Drama, Companion dolls Drama, Triangles Interpersonal relations Drama, Love Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,7,2008,301,VIDEODISC,Physical,Horizon
Transformers [videorecording] / DreamWorks SKG ; Hasbro in association with Di Bonaventura Pictures ; Paramount Pictures ; SprocketHeads ; ThinkFilm ; produced by Ian Bryce ... [et a;/] ; story by John Rogers and Roberto Orci & Alex Kurtzman ; screenplay by Roberto Orci & Alex Kurtzman ; directed by Michael Bay.,,"Transformers Fictitious characters Drama, Talismans Drama, Battles Drama, Feature films, Fantasy films, Video recordings for the hearing impaired, Action and adventure films",Paramount Pictures,2007,6,2008,301,VIDEODISC,Physical,Horizon
"Star trek. Beyond [videorecording] / Paramount Pictures ; Skydance ; Alibaba Pictures ; Huahua Media ; Bad Robot ; a Sneaky Shark production ; a Perfect Storm Entertainment production ; produced by J.J. Abrams, Roberto Orci, Lindsey Weber, Justin Lin ; written by Simon Pegg & Doug Jung ; directed by Justin Lin.",,"Kirk James T 2233 2371 Drama, Spock Mr Drama, Interplanetary voyages Drama, Manned space flight Drama, Space warfare Drama, Human alien encounters Drama, Space flight Drama, Science fiction films, Action and adventure films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Paramount Pictures,2016,12,2016,301,VIDEODISC,Physical,Horizon
The immortalists / Chloe Benjamin.,"Benjamin, Chloe","Brothers and sisters Fiction, Fortune tellers Fiction, Families Fiction, Fate and fatalism Fiction, Aging Fiction, Magicians Fiction, Domestic fiction",G.P. Putnam's Sons,2018,1,2018,301,BOOK,Physical,Horizon
Smitten kitchen every day : triumphant and unfussy new favorites / Deb Perelman.,"Perelman, Deb","Cooking, Cookbooks",Alfred A. Knopf,2017,4,2018,301,BOOK,Physical,Horizon
"Brooklyn [videorecording] / Fox Searchlight Pictures with BBC Films, Telefilm Canada, Bord Scann n na hireann/The Irish Film Board, SODEC and BFI ; a Wildgaze Films/Finola Dwyer Productions/Parallel Films/Item 7 co-production ; produced in association with Ingenious ; in association with BAI, RTE and Hanway Films ; written by Nick Hornby ; produced by Finola Dwyer & Amanda Posey ; directed by John Crowley.",,"Immigrants New York State New York Drama, Ireland Emigration and immigration Drama, Brooklyn New York N Y Drama, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2016,7,2016,300,VIDEODISC,Physical,Horizon
"Deadpool [videorecording] / Twentieth Century Fox ; in association with Marvel Entertainment ; a Kinberg Genre/The Donners' Company production ; produced by Simon Kinberg, Ryan Reynolds, Lauren Shuler Donner ; written by Rhett Reese & Paul Wernick ; directed by Tim Miller.",,"Deadpool Fictitious character Drama, Human experimentation in medicine Drama, Antiheroes Drama, Revenge Drama, Feature films, Fiction films, Action and adventure films, Comedy films, Superhero films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2016,6,2016,300,VIDEODISC,Physical,Horizon
"Big eyes [videorecording] / The Weinstein Company ; a Tim Burton/Electric City Entertainment production ; produced by Lynette Howelle, Scott Alexander, Larry Karaszewski, Tim Burton ; written by Scott Alexander & Larry Karaszewski ; directed by Tim Burton.",,"Keane Margaret 1927 Drama, Keane Walter Drama, Painting Drama, Husband and wife Drama, Divorce Drama, Authorship Drama, Fiction films, Feature films, Historical films, Biographical films, Video recordings for the hearing impaired",Anchor Bay Entertainment,2015,7,2015,300,VIDEODISC,Physical,Horizon
Gone Girl: A Novel,Gillian Flynn,"Fiction, Mystery, Suspense, Thriller","Random House, Inc.",2012,6,2015,300,EBOOK,Digital,OverDrive
"Godzilla [videorecording] / Warner Bros. Pictures ; Legendary ; produced by Thomas Tull, Jon Jashni, Mary Parent, Brian Rogers ; story by David Callaham ; screenplay by Max Borenstein, Dave Callaham ; directed by Gareth Edwards.",,"Godzilla Fictitious character Drama, Monsters Drama, Feature films, Action and adventure films, Thrillers Motion pictures, Science fiction films, Fiction films, Video recordings for the hearing impaired",Warner Bros.,2014,12,2014,300,VIDEODISC,Physical,Horizon
"12 years a slave [videorecording] / Fox Searchlight Pictures ; Regency ; River Road Entertainment ; Plan B ; New Regency ; produced by Brad Pitt, Dede Gardner, Jeremy Kleiner, Bill Pohlad, Steve McQueen, Arnon Milchan, Anthony Katagas ; screenplay by John Ridley ; directed by Steve McQueen.",,"Northup Solomon 1808 1863 Drama, Slaves Drama, African Americans Drama, Plantation life Drama, Slavery Drama, Louisiana Drama, Feature films, Historical films, Biographical films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",20th Century Fox,2014,12,2014,300,VIDEODISC,Physical,Horizon
"Saving Mr. Banks [videorecording] / Walt Disney Productions ; a Ruby Films/Essential Media and Entertainment production ; in association with BBC Films and Hopscotch Features ; produced by Alison Owen, Ian Collie, Philip Steuer ; written by Kelly Marcel and Sue Smith ; directed by John Lee Hancock.",,"Travers P L Pamela Lyndon 1899 1996 Drama, Disney Walt 1901 1966 Drama, Mary Poppins Motion picture Drama, Motion picture industry Drama, Motion pictures Production and direction Drama, Feature films, Fiction films, Biographical films, Historical films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Buena Vista Home Entertainment,2014,10,2014,300,VIDEODISC,Physical,Horizon
"Inside Llewyn Davis [videorecording] / CBS Films ; Studiocanal ; in association with Anton Capital Entertainment ; produced by Scott Rudin, Ethan Coen, Joel Coen ; written and directed by Joel Coen & Ethan Coen.",,"Folk singers New York State New York Drama, Folk music Drama, Feature films, Fiction films, Musical films, Historical films, Video recordings for the hearing impaired",Sony Pictures Home Entertainment,2014,8,2014,300,VIDEODISC,Physical,Horizon
"Elysium [videorecording] / TriStar ; MRC ; produced by Bill Block, Neill Blomkamp, Simon Kinberg ; written and directed by Neill Blomkamp.",,"Space stations Drama, Overpopulation Drama, Feature films, Science fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities, Fiction films",Sony Pictures Home Entertainment,2013,4,2014,300,VIDEODISC,Physical,Horizon
"Revolutionary Road [videorecording] / DreamWorks Pictures ; Paramount Vantage ; in association with BBC Films ; an Evamere Entertainment, BBC Films, Neal Street production ; produced by John N. Hart, Scott Rudin, Sam Mendes, Bobby Cohen ; screenplay by Justin Haythe ; directed by Sam Mendes.",,"Married people Drama, Clerks Drama, Housewives Drama, Connecticut Drama, Video recordings for the hearing impaired, Feature films, Fiction films",DreamWorks Pictures,2009,11,2010,300,VIDEODISC,Physical,Horizon
"Whip it [videorecording] / Fox Searchlight Pictures in association with Mandate Pictures ; a Vincent Pictures/Flower Films/Rye Road production ; produced by Barry Mendel, Drew Barrymore ; screenplay by Shauna Cross ; directed by Drew Barrymore.",,"Roller derby Texas Drama, Roller skating Tournaments Drama, Teenage girls Psychology Drama, Friendship Drama, Mothers and daughters Drama, Man woman relationships Texas Drama, Comedy films, Sports films, Video recordings for the hearing impaired, Feature films, Fiction films",20th Century Fox,2010,10,2010,300,VIDEODISC,Physical,Horizon
"Where the wild things are [videorecording] / Warner Bros. Pictures ; Legendary Pictures ; Village Roadshow Pictures ; a Playtone/Wild Things production ; produced by Tom Hanks, Gary Goetzman, Maurice Sendak, John Carls, Vincent Landay ; screenplay by Spike Jonze & Dave Eggers ; directed by Spike Jonze.",,"Imagination in children Drama, Temper tantrums Drama, Brothers and sisters Drama, Mothers and sons Drama, Childrens costumes Drama, Runaway children Drama, Fantasy films, Fiction films, Action and adventure films, Video recordings for the hearing impaired, Feature films",Warner Bros.,2010,8,2010,300,VIDEODISC,Physical,Horizon
"The hurt locker [videorecording] / Summit Entertainment in association with Voltage Pictures, Grosvenor Park Media, LP. and F.C.E.F.SA. ; a Voltage Pictures/First Light/Kingsgate Films production ; produced by Kathryn Bigelow, Mark Boal, Nicolas Chartier, Greg Shapiro ; written by Mark Boal ; directed by Kathryn Bigelow.",,"Bomb squads Iraq Baghdad Drama, Urban warfare Iraq Baghdad Drama, Military missions Drama, United States Army Military life Drama, United States Army Unit cohesion Drama, United States Army Safety measures Drama, Fear Drama, Courage Drama, War films, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films, Fiction films",Summit Entertainment,2010,7,2010,300,VIDEODISC,Physical,Horizon
"Atonement [videorecording] / Focus Features presents in association with Studiocanal and Relativity Media a Working Title production ; produced by Tim Bevan, Eric Fellner, Paul Webster ; screenplay by Christopher Hampton ; directed by Joe Wright.",,"Atonement Drama, Sisters England Drama, False testimony England Drama, Man woman relationships England Drama, England Drama, Feature films, Video recordings for the hearing impaired, War films",Universal Studios,2008,5,2010,300,VIDEODISC,Physical,Horizon
The invention of lying [videorecording] / Warner Bros. Pictures ; Radar Pictures ; Media Rights Capital ; produced by Lynda Obst ... [and others] ; written and directed by Ricky Gervais & Matthew Robinson.,,"Truthfulness and falsehood Drama, Authors Drama, Unemployed Drama, Man woman relationships Drama, Video recordings for the hearing impaired, Comedy films, Feature films, Fiction films",Warner Bros.,2010,3,2010,300,VIDEODISC,Physical,Horizon
